property_type,place_with_parent_names,lat-lon,area_m2,price_usd,lat,lon
house,|México|Morelos|,"18.864482,-98.928802",121.0,65789.47,18.864482,-98.928802
house,|México|Distrito Federal|,"19.366935,-99.077541",208.0,77089.47,19.366935,-99.077541
house,|México|San Luis Potosí|,"23.634501,-102.552788",198.0,110526.32,23.634501,-102.552788
house,|México|Chiapas|,"16.757278,-93.134056",255.0,165043.74,16.757278,-93.134056
house,|México|Nayarit|,,160.0,155263.16,20.697244,
house,|México|Puebla|,"19.02038,-98.207626",330.0,184210.53,19.02038,-98.207626
house,|México|Quintana Roo|,"21.1773896,-86.8179603",290.0,118421.05,21.1773896,-86.8179603
house,|México|Guerrero|,"16.855229,-99.918871",150.0,57894.74,16.855229,-99.918871
house,|México|Tabasco|,"17.97423,-92.923836",110.0,55263.16,17.97423,-92.923836
house,|México|Distrito Federal|,"19.313719,-99.231792",,103684.21,19.313719,-99.231792
house,|México|Durango|,"25.58972991,-103.4631872",118.0,50000.0,25.58972991,-103.4631872
house,|México|Quintana Roo|,"21.161908,-86.8515279",204.0,157368.42,21.161908,-86.8515279
house,|México|Yucatán|,"21.03071,-89.618103",131.0,71052.63,21.03071,-89.618103
apartment,|México|Distrito Federal|,,74.0,175368.42,19.39912,
house,|México|Yucatán|,,220.0,105263.16,21.05632272,
house,|México|Estado de México|,"19.5139313,-99.2281847",160.0,106368.42,19.5139313,-99.2281847
other,|México|Querétaro|,"20.598278,-100.33121",140.0,,20.598278,-100.33121
house,|México|Sinaloa|,"23.270559,-106.389061",158.0,71052.63,23.270559,-106.389061
house,|México|Baja California Sur|,"23.634501,-102.552788",80.0,50000.0,23.634501,-102.552788
apartment,|México|Guerrero|,"16.85952231,-99.86284733",142.0,110526.32,16.85952231,-99.86284733
house,|México|Morelos|,,150.0,46315.79,,-98.982506
house,|México|,,160.0,103157.89,,-99.213448
other,|México|Distrito Federal|,"19.40012,-99.1532",84.0,93368.42,19.40012,-99.1532
house,|México|Veracruz de Ignacio de la Llave###|,"25.55617,-103.481529",307.0,110526.32,25.55617,-103.481529
house,|México|Veracruz de Ignacio de la Llave|,,200.0,35789.47,,-103.443045
house,|México|Morelos|,"18.858107,-99.200287",105.0,72578.95,18.858107,-99.200287
house,|México|Chihuahua|,"28.6569304,-106.0919272",115.0,68421.05,28.6569304,-106.0919272
house,|México|Veracruz de Ignacio de la Llave|,"28.684125,-100.541089",160.0,44736.84,28.684125,-100.541089
house,|México|,"22.254078,-97.824554",140.0,60526.32,22.254078,-97.824554
house,|México|Chiapas|,"16.766455,-93.111488",240.0,67368.42,16.766455,-93.111488
house,|México|Querétaro|,"20.545198,-100.407191",140.0,55263.16,20.545198,-100.407191
house,|México|,"22.18774276,-100.9580845",200.0,67631.58,22.18774276,-100.9580845
house,|México|Morelos|,"18.864874,-98.925911",86.0,46315.79,18.864874,-98.925911
apartment,|México|San Luis Potosí|,"22.133104,-100.982117",130.0,72631.58,22.133104,-100.982117
house,|México|Tamaulipas|,"26.079573,-98.282845",268.0,115789.47,26.079573,-98.282845
apartment,|México|Veracruz de Ignacio de la Llave|,"19.127317,-96.106186",160.0,152631.58,19.127317,-96.106186
apartment,|México|Distrito Federal|,,60.0,121052.63,19.340305,
house,|México|Estado de México|,"19.517476,-99.272892",170.0,97894.74,19.517476,-99.272892
house,|México|Estado de México|,"19.552838,-99.251161",80.0,44105.26,19.552838,-99.251161
apartment,|México|Distrito Federal|,,67.0,139473.68,19.35743172,
house,|México|Estado de México|,"19.69323,-99.22522",70.0,53097.89,19.69323,-99.22522
house,|México|Distrito Federal|,,,107894.74,,-99.098311
house,|México|Jalisco###|,,380.0,194736.84,,-103.319042
house,|México|Baja California|,"32.647057,-115.421524",176.0,102631.58,32.647057,-115.421524
house,|México|San Luis Potosí|,"22.141575,-100.900192",245.0,84210.53,22.141575,-100.900192
house,|México|Puebla|,"18.978682,-98.250015",128.0,68421.05,18.978682,-98.250015
house,|México|Querétaro|,"20.619887,-100.392302",20241201.0,194736.84,20.619887,-100.392302
house,|México|Morelos|,"18.892714,-99.1996",285.0,197368.42,18.892714,-99.1996
house,|México|Tamaulipas|,"22.329824,-97.880325",200.0,184210.53,22.329824,-97.880325
apartment,|México|Distrito Federal|,,78.0,150000.0,19.322523,
house,|México|Chiapas###|,"16.70635,-93.177151",115.0,53684.21,16.70635,-93.177151
house,|México|Estado de México|,"19.297163,-99.635183",230.0,105263.16,19.297163,-99.635183
house,|México|Veracruz de Ignacio de la Llave|,"20.95062266,-97.42163144",64.0,44736.84,20.95062266,-97.42163144
house,|México|Yucatán|,"20.9725515,-89.6004394",229.0,51578.95,20.9725515,-89.6004394
house,|México|Distrito Federal|,"19.317675,-99.09318",229.0,184210.53,19.317675,-99.09318
house,|México|Morelos|,"18.879347,-99.179871",95.0,71052.63,18.879347,-99.179871
house,|México|Durango|,"25.625198,-103.499954",132.0,45789.47,25.625198,-103.499954
apartment,|México|Distrito Federal|,"19.401507,-99.14682",,91052.63,19.401507,-99.14682
apartment,|México|Distrito Federal|,"19.474285,-99.084981",,36000.0,19.474285,-99.084981
house,|México|,"18.928623,-99.247382",220.0,89473.68,18.928623,-99.247382
house,|México|Querétaro|,,350.0,205263.16,,-99.895833
house,|México|Nuevo León|,"25.662563,-100.18013",350.0,157894.74,25.662563,-100.18013
house,|México|Sinaloa|,"23.246303,-106.398103",200.0,52631.58,23.246303,-106.398103
house,|México|Morelos|,"18.969294,-99.249802",198.0,136842.11,18.969294,-99.249802
apartment,|México|Guerrero###|,"16.75063911,-99.76263069",70.0,43684.21,16.75063911,-99.76263069
house,|México|,"19.335116,-99.223332",90.0,171578.95,19.335116,-99.223332
apartment,|México|Distrito Federal|,"19.402944,-99.199727",70.0,61242.11,19.402944,-99.199727
house,|México|,"19.682219,-99.118782",188.0,,19.682219,-99.118782
house,|México|Nuevo León|,"25.7214602,-100.2735673",85.0,63157.89,25.7214602,-100.2735673
house,|México|Querétaro|,,115.0,71052.63,,-100.4308988
house,|México|Nuevo León|,"25.672399,-100.257777",123.0,64210.53,25.672399,-100.257777
other,|México|Distrito Federal|,"19.399815,-99.150806",90.0,120000.0,19.399815,-99.150806
house,|México|Yucatán|,"20.9550515,-89.6793392",120.0,41052.63,20.9550515,-89.6793392
house,|México|Chiapas|,"16.228815,-92.128043",20241201.0,68421.05,16.228815,-92.128043
apartment,|México|Jalisco|,"20.69064,-103.393175",166.0,274592.89,20.69064,-103.393175
house,|México|Estado de México|,,215.0,247105.26,,-99.598374
house,|México|Querétaro|,"20.726007,-100.442642",295.0,273684.21,20.726007,-100.442642
apartment,|México|Distrito Federal|,"19.403334,-99.157755",,241060.53,19.403334,-99.157755
apartment,|México|Baja California|,"32.451368,-116.973935",70.0,36092.11,32.451368,-116.973935
other,|México|Aguascalientes|,"21.901482,-102.34405",350.0,,21.901482,-102.34405
house,|México|Jalisco|,,340.0,313105.26,,
house,|México|,"19.076204,-98.266733",117.0,71052.63,19.076204,-98.266733
apartment,|México|Distrito Federal|,"19.48778,-99.110583",65.0,52631.58,19.48778,-99.110583
house,|México|Distrito Federal|,,100.0,,19.3176966,
house,|México|Quintana Roo|,"21.129547,-86.817017",180.0,97368.42,21.129547,-86.817017
house,|México|Puebla|,"19.046724,-98.254127",136.0,120252.63,19.046724,-98.254127
apartment,|México|Distrito Federal|,"19.352431,-99.288369",80.0,152631.58,19.352431,-99.288369
house,|México|Morelos|,"18.858107,-99.200287",92.0,52398.95,18.858107,-99.200287
house,|México|Querétaro|,"20.6536084,-100.3469826",130.0,88947.37,20.6536084,-100.3469826
house,|México|Nuevo León|,"25.7542524,-100.4034274",137.0,71052.63,25.7542524,-100.4034274
house,|México|Yucatán|,,155.0,71052.63,21.006756,
house,|México|Morelos|,"18.891621,-99.071698",68.0,41578.95,18.891621,-99.071698
house,|México|Distrito Federal|,"19.317653,-99.236291",350.0,176315.79,19.317653,-99.236291
house,|México|Tamaulipas|,"22.246319,-97.86264",163.0,113157.89,22.246319,-97.86264
other,|México|Distrito Federal|,"23.634501,-102.552788",100.0,78947.37,23.634501,-102.552788
apartment,|México|Distrito Federal|,"19.3651763,-99.2300641",3300.0,65789.47,19.3651763,-99.2300641
house,|México|Querétaro|,"20.593055,-100.333424",175.0,94736.84,20.593055,-100.333424
house,|México|Nuevo León|,"25.6910283,-100.3568071",,310526.32,25.6910283,-100.3568071
house,|México|Jalisco|,"20.594706,-103.396278",90.0,51578.95,20.594706,-103.396278
house,|México|Veracruz de Ignacio de la Llave|,"23.634501,-102.552788",148.0,81578.95,23.634501,-102.552788
house,|México|Puebla|,"18.989918,-98.2295",220.0,89473.68,18.989918,-98.2295
house,|México|Puebla|,"19.043993,-98.25757",188.0,78947.37,19.043993,-98.25757
house,|México|Hidalgo|,"20.1213329,-98.7818531",66.0,34210.53,20.1213329,-98.7818531
house,|México|Nayarit|,"20.733392,-105.288009",172.0,118421.05,20.733392,-105.288009
other,|México|,,150.0,,,-99.177444
house,|México|Yucatán|,"21.023252,-89.614571",300.0,163157.89,21.023252,-89.614571
house,|México|,"20.124367,-98.735725",176.0,82473.68,20.124367,-98.735725
house,|México|Veracruz de Ignacio de la Llave|,,146.0,47368.42,25.510947,
apartment,|México|Distrito Federal|,"19.480501,-99.178139",70.0,45789.47,19.480501,-99.178139
house,|México|Yucatán|,"21.030668,-89.599258",305.0,189473.68,21.030668,-89.599258
house,|México|Querétaro|,"20.679045,-100.341225",157.0,102631.58,20.679045,-100.341225
house,|México|Aguascalientes|,"21.9633957,-102.343524",146.0,41578.95,21.9633957,-102.343524
house,|México|Baja California|,"32.469498,-116.96022",111.0,34210.53,32.469498,-116.96022
house,|México|Tamaulipas|,"22.329824,-97.880325",138.0,83157.89,22.329824,-97.880325
apartment,|México|Yucatán|,"21.039522,-89.563911",,,21.039522,-89.563911
house,|México|Chiapas|,,120.0,34210.53,,-101.145103
apartment,|México|Guerrero###|,"16.870413,-99.873192",150.0,192105.26,16.870413,-99.873192
house,|México|Estado de México|,"19.765149,-98.646915",380.0,104736.84,19.765149,-98.646915
apartment,|México|Distrito Federal|,"19.372248,-99.133377",65.0,56571.16,19.372248,-99.133377
house,|México|Distrito Federal|,"19.280767,-99.033615",349.0,,19.280767,-99.033615
apartment,|México|Distrito Federal|,"19.389791,-99.164696",154.0,263157.89,19.389791,-99.164696
house,|México|Yucatán|,"21.039522,-89.563911",,160526.32,21.039522,-89.563911
house,|México|Estado de México|,"19.668947,-99.224525",90.0,40000.0,19.668947,-99.224525
house,|México|Puebla|,"19.009069,-98.196693",148.0,89473.68,19.009069,-98.196693
house,|México|Baja California|,"32.494823,-117.016725",92.0,51578.95,32.494823,-117.016725
apartment,|México|Distrito Federal|,"19.314545,-99.140672",122.0,244736.84,19.314545,-99.140672
house,|México|San Luis Potosí|,,166.0,100000.0,,-101.0273412
house,|México|,"20.64338,-103.431613",120.0,71052.63,20.64338,-103.431613
house,|México|Baja California|,"30.733356,-115.984407",200.0,89473.68,30.733356,-115.984407
house,|México|Estado de México###|,"19.553615,-99.248715",260.0,147368.42,19.553615,-99.248715
apartment,|México|Distrito Federal|,"19.405298,-99.164986",80.0,225263.16,19.405298,-99.164986
house,|México|Querétaro|,"20.5969621,-100.3337597",193.0,118421.05,20.5969621,-100.3337597
house,|México|,,115.0,,,-102.552788
house,|México|Distrito Federal|,"19.34016,-99.194081",90.0,79953.95,19.34016,-99.194081
house,|México|Yucatán|,"21.075163,-89.516731",185.0,75263.16,21.075163,-89.516731
other,|México|Tamaulipas|,"22.257896,-97.86808",200.0,142105.26,22.257896,-97.86808
apartment,|México|Guerrero|,"16.8531086,-99.8236533",138.0,68421.05,16.8531086,-99.8236533
house,|México|,"19.027384,-98.265213",160.0,121052.63,19.027384,-98.265213
house,|México|Estado de México|,"19.309069,-99.602311",146.0,100000.0,19.309069,-99.602311
house,|México|Sinaloa|,"23.20485,-106.424401",200.0,118421.05,23.20485,-106.424401
house,|México|Chihuahua|,"28.631943,-106.117668",,81578.95,28.631943,-106.117668
house,|México|Yucatán|,"21.0399331,-89.5965747",235.0,128218.68,21.0399331,-89.5965747
house,|México|,"16.8808724,-99.9359641",104.0,44736.84,16.8808724,-99.9359641
house,|México|Baja California Sur|,"24.125583,-110.330846",128.0,94210.53,24.125583,-110.330846
house,|México|Estado de México|,"19.269808,-99.593781",,197368.42,19.269808,-99.593781
apartment,|México|Distrito Federal|,"19.41498,-99.177444",164.0,289473.68,19.41498,-99.177444
house,|México|Yucatán|,"20.996355,-89.583946",,126315.79,20.996355,-89.583946
house,|México|Morelos|,"18.954132,-99.266083",85.0,55263.16,18.954132,-99.266083
house,|México|Estado de México|,"19.494789,-99.270887",151.0,105789.47,19.494789,-99.270887
house,|México|Guerrero|,"17.6474239,-101.5455504",119.0,125073.68,17.6474239,-101.5455504
house,|México|Estado de México|,"19.2666119,-99.6403991",191.0,115789.47,19.2666119,-99.6403991
house,|México|Quintana Roo|,,210.0,103947.37,21.161908,
apartment,|México|Distrito Federal|,"19.377171,-99.188503",72.0,106736.84,19.377171,-99.188503
apartment,|México|Distrito Federal|,"19.2790911,-99.2114234",76.0,40593.79,19.2790911,-99.2114234
house,|México|Jalisco|,"20.660534,-103.318809",345.0,,20.660534,-103.318809
house,|México|Veracruz de Ignacio de la Llave|,"20.95618,-97.408578",112.0,105263.16,20.95618,-97.408578
house,|México|San Luis Potosí|,"22.141575,-100.900192",229.0,113084.21,22.141575,-100.900192
apartment,|México|Distrito Federal|,"19.443178,-99.20237",115.0,238684.21,19.443178,-99.20237
house,|México|Yucatán|,"21.05258302,-89.53863859",168.0,80711.37,21.05258302,-89.53863859
house,|México|Estado de México|,"19.621174,-99.148073",100.0,36842.11,19.621174,-99.148073
house,|México|Puebla|,"18.915431,-98.435252",200.0,99473.68,18.915431,-98.435252
house,|México|Tabasco|,"17.962037,-92.973569",139.0,65789.47,17.962037,-92.973569
apartment,|México|Distrito Federal|,"19.30102797,-99.14421916",108.0,86842.11,19.30102797,-99.14421916
apartment,|México|Veracruz de Ignacio de la Llave|,"20.949051,-97.364006",300.0,194736.84,20.949051,-97.364006
house,|México|Estado de México|,"19.627731,-99.30194",146.0,45789.47,19.627731,-99.30194
house,|México|Baja California Sur|,"24.03902146,-110.3097618",250.0,155263.16,24.03902146,-110.3097618
house,|México|Quintana Roo|,"21.112447,-86.85264",180.0,131578.95,21.112447,-86.85264
apartment,|México|Distrito Federal|,,70.0,66842.11,19.451872,
house,|México|Morelos|,"18.913485,-99.240456",80.0,68421.05,18.913485,-99.240456
house,|México|Morelos|,,110.0,94736.84,,
apartment,|México|Distrito Federal|,,90.0,,,-99.1891539
house,|México|Veracruz de Ignacio de la Llave|,"25.558637,-103.449786",250.0,115789.47,25.558637,-103.449786
house,|México|Jalisco|,"20.764135,-103.339958",140.0,84210.53,20.764135,-103.339958
apartment,|México|Distrito Federal|,"19.385989,-99.186285",107.0,79342.11,19.385989,-99.186285
house,|México|Chihuahua|,"28.6329957,-106.0691004",290.0,195526.32,28.6329957,-106.0691004
house,|México|Puebla|,"18.996482,-98.239653",100.0,39473.68,18.996482,-98.239653
apartment,|México|Distrito Federal|,"19.401507,-99.14682",65.0,91052.63,19.401507,-99.14682
house,|México|Querétaro###|,"20.726007,-100.442642",135.0,,20.726007,-100.442642
house,|México|Morelos|,"18.795519,-99.231445",165.0,93684.21,18.795519,-99.231445
house,|México|Morelos|,"18.885848,-98.973834",82.0,75694.74,18.885848,-98.973834
house,|México|Querétaro|,,110.0,62105.26,20.403807,
house,|México|San Luis Potosí|,"22.134478,-100.929138",97.0,40789.47,22.134478,-100.929138
other,|México|Estado de México|,"19.5562275,-99.2674713",64.0,52631.53,19.5562275,-99.2674713
apartment,|México|Querétaro|,"20.726007,-100.442642",173.0,231578.95,20.726007,-100.442642
house,|México|Nuevo León|,"25.757803,-100.404541",179.0,99473.68,25.757803,-100.404541
house,|México|San Luis Potosí|,"22.1593377,-101.0443504",187.0,100000.0,22.1593377,-101.0443504
house,|México|Querétaro|,"20.726007,-100.442642",180.0,127894.74,20.726007,-100.442642
house,|México|Distrito Federal|,"19.475765,-99.145",270.0,131578.95,19.475765,-99.145
house,|México|Querétaro###|,"20.6490506,-100.4393293",380.0,300000.0,20.6490506,-100.4393293
house,|México|Puebla|,"19.060701,-98.329774",255.0,139473.68,19.060701,-98.329774
house,|México|Veracruz de Ignacio de la Llave|,,167.0,76000.0,25.365447,
apartment,|México|Guerrero|,"23.634501,-102.552788",180.0,105263.16,23.634501,-102.552788
house,|México|Baja California|,"32.589504,-115.363762",86.0,,32.589504,-115.363762
other,|México|Distrito Federal|,"19.383952,-99.160229",110.0,176327.37,19.383952,-99.160229
house,|México|Puebla|,"18.97302,-98.206238",210.0,150000.0,18.97302,-98.206238
apartment,|México|Baja California Sur|,"24.16478214,-110.3053683",71.0,42105.26,24.16478214,-110.3053683
apartment,|México|Yucatán|,"21.072905,-89.65963",210.0,104013.16,21.072905,-89.65963
house,|México|Nuevo León|,"25.758963,-100.316811",175.0,65789.47,25.758963,-100.316811
house,|México|Puebla|,"19.0378006,-98.3007086",165.0,111578.95,19.0378006,-98.3007086
house,|México|Distrito Federal|,"19.3870644,-99.0362059",300.0,134210.53,19.3870644,-99.0362059
house,|México|Estado de México|,"19.5329337,-99.164866",290.0,244736.84,19.5329337,-99.164866
house,|México|Tlaxcala|,,160.0,68421.05,,-98.255075
house,|México|Morelos|,,110.0,68421.05,23.634501,
house,|México|Querétaro|,"20.70706703,-100.4718161",309.0,194736.84,20.70706703,-100.4718161
house,|México|Puebla|,"19.046589,-98.102929",92.0,33157.89,19.046589,-98.102929
house,|México|Nuevo León|,"25.7394971,-100.2754971",164.0,65789.47,25.7394971,-100.2754971
house,|México|Veracruz de Ignacio de la Llave|,"19.100079,-96.121007",220.0,150000.0,19.100079,-96.121007
house,|México|San Luis Potosí|,"22.147087,-100.960213",105.0,57894.74,22.147087,-100.960213
house,|México|Guanajuato|,"21.1264477,-101.611078",250.0,,21.1264477,-101.611078
house,|México|Morelos|,"18.917542,-98.963181",140.0,76315.79,18.917542,-98.963181
house,|México|Distrito Federal|,"19.472128,-99.146697",190.0,102263.16,19.472128,-99.146697
house,|México|Estado de México|,"19.234984,-99.558175",115.0,110526.32,19.234984,-99.558175
house,|México|Puebla|,"18.9187144,-98.4266391",,46842.11,18.9187144,-98.4266391
house,|México|Yucatán|,"21.075163,-89.516731",185.0,89210.53,21.075163,-89.516731
apartment,|México|Distrito Federal|,"19.52589,-99.151703",71.0,48550.59,19.52589,-99.151703
house,|México|Estado de México|,"19.2640539,-99.5727534",233.0,168636.73,19.2640539,-99.5727534
house,|México|Estado de México|,"19.268629,-99.671722",300.0,86932.69,19.268629,-99.671722
apartment,|México|Veracruz de Ignacio de la Llave|,"19.511938,-96.871956",84.0,68508.67,19.511938,-96.871956
house,|México|Jalisco|,"20.689157,-103.366728",,102763.0,20.689157,-103.366728
house,|México|Yucatán|,"21.0441317,-89.6216334",223.0,126477.54,21.0441317,-89.6216334
house,|México|Quintana Roo|,"21.129547,-86.817017",179.0,121207.64,21.129547,-86.817017
house,|México|Guanajuato|,"21.003574,-101.285683",,226869.1,21.003574,-101.285683
house,|México|Chiapas|,"19.667873,-101.233465",130.0,76395.4,19.667873,-101.233465
apartment,|México|Distrito Federal|,"19.443178,-99.144234",67.0,50052.15,19.443178,-99.144234
apartment,|México|Distrito Federal|,"19.396593,-99.133163",80.0,51076.22,19.396593,-99.133163
house,|México|Guanajuato|,"21.1299039,-101.6220159",263.0,152932.43,21.1299039,-101.6220159
house,|México|Nuevo León|,"25.625994,-100.283852",367.0,216014.58,25.625994,-100.283852
apartment,|México|Distrito Federal|,,60.0,34246.21,,-99.160149
apartment,|México|Distrito Federal|,"19.386959,-99.219492",120.0,100104.31,19.386959,-99.219492
house,|México|Veracruz de Ignacio de la Llave|,"20.949741,-97.396337",320.0,158059.45,20.949741,-97.396337
house,|México|Morelos|,"18.920345,-99.235603",122.0,103500.79,18.920345,-99.235603
apartment,|México|Guerrero|,"16.863794,-99.881614",191.0,237145.4,16.863794,-99.881614
house,|México|Veracruz de Ignacio de la Llave|,"19.136782,-96.123543",220.0,104319.23,19.136782,-96.123543
apartment,|México|Distrito Federal|,"19.403334,-99.145021",153.0,65633.66,19.403334,-99.145021
house,|México|Yucatán|,"21.0411724,-89.5550539",205.0,90115.25,21.0411724,-89.5550539
house,|México|Veracruz de Ignacio de la Llave|,,,110667.85,25.441315,
house,|México|Baja California|,"32.425724,-117.034189",115.0,62585.3,32.425724,-117.034189
house,|México|Estado de México|,"19.484794,-98.874065",260.0,91674.48,19.484794,-98.874065
apartment,|México|Distrito Federal|,"19.378533,-99.187561",107.0,79443.7,19.378533,-99.187561
house,|México|Nuevo León###|,"25.740887,-100.385582",192.0,115910.26,25.740887,-100.385582
house,|México|Chiapas|,"16.769737,-93.088928",106.0,52686.48,16.769737,-93.088928
house,|México|Jalisco|,"20.650429,-103.374611",,150192.08,20.650429,-103.374611
apartment,|México|,"19.387613,-99.202726",103.0,50942.31,19.387613,-99.202726
house,|México|Morelos|,"18.890867,-99.177444",171.0,105397.95,18.890867,-99.177444
apartment,|México|Quintana Roo|,"21.139086,-86.84964",203.0,189716.32,21.139086,-86.84964
apartment,|México|Distrito Federal|,"19.413079,-99.174228",140.0,273969.71,19.413079,-99.174228
house,|México|Distrito Federal|,"19.410826,-99.143757",160.0,157532.58,19.410826,-99.143757
house,|México|Morelos|,"18.900852,-99.213448",200.0,173865.39,18.900852,-99.213448
apartment,|México|Distrito Federal|,"19.428767,-99.1459",75.0,56689.55,19.428767,-99.1459
house,|México|Estado de México|,"19.595285,-99.050201",149.0,100104.31,19.595285,-99.050201
apartment,|México|Estado de México|,"19.531834,-99.240456",117.0,144922.18,19.531834,-99.240456
house,|México|,"18.818652,-98.936752",293.0,110667.85,18.818652,-98.936752
house,|México|Veracruz de Ignacio de la Llave|,"23.634501,-102.552788",233.0,99577.45,23.634501,-102.552788
house,|México|Quintana Roo|,"21.137991,-86.870964",280.0,92201.34,21.137991,-86.870964
house,|México|Veracruz de Ignacio de la Llave###|,"18.7696195,-95.758949",20241201.0,,18.7696195,-95.758949
house,|México|San Luis Potosí|,"22.169217188,-101.0471907892",190.0,99050.58,22.169217188,-101.0471907892
house,|México|Nuevo León|,"23.634501,-102.552788",,98523.72,23.634501,-102.552788
house,|México|Estado de México|,"19.101794,-98.87164",300.0,52686.48,19.101794,-98.87164
house,|México|Veracruz de Ignacio de la Llave|,"19.517859,-96.891403",180.0,123842.59,19.517859,-96.891403
house,|México|Distrito Federal|,"19.2790911,-99.2114234",,142253.5,19.2790911,-99.2114234
apartment,|México|Oaxaca|,"15.752900306,-96.1357247829",83.0,68245.17,15.752900306,-96.1357247829
apartment,|México|Distrito Federal|,"19.302422,-99.230829",104.0,103370.88,19.302422,-99.230829
house,|México|Distrito Federal|,"19.343664,-99.212308",350.0,242357.82,19.343664,-99.212308
apartment,|México|Guerrero|,"16.868438,-99.89028",100.0,79029.72,16.868438,-99.89028
house,|México|Morelos|,"18.93409,-99.254997",198.0,123813.23,18.93409,-99.254997
house,|México|Estado de México|,"19.534415,-99.023333",280.0,55039.77,19.534415,-99.023333
house,|México|Puebla|,"19.043223,-98.268716",168.0,92201.34,19.043223,-98.268716
apartment,|México|Puebla|,"19.0527224248,-98.2346042991",75.0,81683.41,19.0527224248,-98.2346042991
house,|México|Morelos|,,200.0,115910.26,,-99.206345
apartment,|México|Distrito Federal|,"19.395097,-99.150424",80.0,53158.13,19.395097,-99.150424
house,|México|Morelos|,"18.862602,-99.213448",305.0,189716.32,18.862602,-99.213448
other,|México|Jalisco|,"20.594334,-103.425086",,57955.13,20.594334,-103.425086
house,|México|Puebla|,"18.9915056,-98.2181614",152.0,105397.95,18.9915056,-98.2181614
apartment,|México|San Luis Potosí|,"22.125832,-101.035118",144.0,100128.05,22.125832,-101.035118
apartment,|México|Nuevo León|,"25.592172,-99.9961947",87.0,173490.81,25.592172,-99.9961947
house,|México|Estado de México|,"19.295469,-99.692619",84.0,49986.51,19.295469,-99.692619
house,|México|Guanajuato|,,90.0,55320.8,20.703063,
house,|México|Chiapas|,"19.670241,-101.190542",190.0,165962.42,19.670241,-101.190542
house,|México|Yucatán|,"20.9591553064,-89.627494812",135.0,89587.99,20.9591553064,-89.627494812
house,|México|Jalisco|,"20.635013,-103.42725",200.0,120652.04,20.635013,-103.42725
house,|México|,,260.0,158059.45,,-101.187927
apartment,|México|Tabasco|,"17.997911,-92.923836",125.0,210745.93,17.997911,-92.923836
apartment,|México|Estado de México|,"19.508253,-99.254997",113.0,153686.47,19.508253,-99.254997
apartment,|México|Morelos|,,6350.0,131747.44,18.937398,
apartment,|México|Baja California|,"32.486253,-117.054332",63.0,,32.486253,-117.054332
house,|México|Puebla|,"18.9802279987,-98.2865452766",272.0,210795.91,18.9802279987,-98.2865452766
house,|México|Querétaro|,"20.5969621,-100.3337597",95.0,52698.97,20.5969621,-100.3337597
house,|México|Yucatán|,"21.0181429,-89.6396127",180.0,72724.58,21.0181429,-89.6396127
house,|México|Chihuahua###|,"28.6275048,-106.0401387",212.0,44256.64,28.6275048,-106.0401387
house,|México|Querétaro|,"20.723525,-100.45586",248.0,151210.2,20.723525,-100.45586
house,|México|Querétaro|,"20.729762,-100.467159",198.0,131716.2,20.729762,-100.467159
house,|México|Veracruz de Ignacio de la Llave|,"18.7696195,-95.758949",245.0,147557.13,18.7696195,-95.758949
house,|México|Distrito Federal|,"19.410632,-99.13847",140.0,162801.23,19.410632,-99.13847
house,|México|Estado de México|,,158.0,86247.77,19.672207,
house,|México|Chihuahua|,"28.6103324259,-106.1123085022",200.0,134382.39,28.6103324259,-106.1123085022
house,|México|Baja California Sur|,"23.634501,-102.552788",100.0,44730.82,23.634501,-102.552788
apartment,|México|Tabasco|,"17.928942,-92.912029",67.0,35826.8,17.928942,-92.912029
house,|México|Jalisco|,"20.572651,-103.474675",270.0,250260.79,20.572651,-103.474675
house,|México|Veracruz de Ignacio de la Llave###|,"19.1553371,-96.1682507",282.0,,19.1553371,-96.1682507
house,|México|Veracruz de Ignacio de la Llave|,"20.957177,-97.410652",350.0,115910.26,20.957177,-97.410652
house,|México|Nuevo León|,"25.7815621,-100.1875974",108.0,35036.51,25.7815621,-100.1875974
house,|México|Yucatán|,"21.039522,-89.563911",162.0,83226.17,21.039522,-89.563911
house,|México|Querétaro|,"20.543838,-100.412211",145.0,,20.543838,-100.412211
house,|México|Veracruz de Ignacio de la Llave|,"19.1564195,-96.111619",190.0,124633.08,19.1564195,-96.111619
house,|México|Distrito Federal###|,"19.275725,-99.129684",80.0,,19.275725,-99.129684
house,|México|Morelos|,"18.90666,-98.965851",330.0,184402.69,18.90666,-98.965851
apartment,|México|Distrito Federal|,"19.342083,-99.0532159",83.0,,19.342083,-99.0532159
house,|México|Querétaro|,"20.570164,-100.363823",135.0,78521.47,20.570164,-100.363823
house,|México|Morelos|,"18.926468,-99.214211",340.0,289775.66,18.926468,-99.214211
apartment,|México|Distrito Federal|,,174.0,89430.16,,-99.178235
house,|México|Querétaro|,"20.5828187131,-100.417855382",93.0,59022.85,20.5828187131,-100.417855382
apartment,|México|Distrito Federal|,"19.427607,-99.160835",102.0,,19.427607,-99.160835
house,|México|Chiapas|,"16.770111,-93.08167",144.0,71126.75,16.770111,-93.08167
apartment,|México|Distrito Federal|,"19.460046,-99.140495",70.0,79029.72,19.460046,-99.140495
house,|México|Morelos|,"18.9015371,-98.9336558",200.0,123842.59,18.9015371,-98.9336558
house,|México|Chiapas|,"16.748295,-93.084284",7000.0,84298.37,16.748295,-93.084284
house,|México|Querétaro|,,123.0,85178.23,,-100.3933074
